,Annualized Return,Annualized Vol,Sharpe Ratio,Max Drawdown,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%)
Mean Return,20.71626060573233,28.824813132497816,0.46234105701368977,-40.3701485312252,-0.12145432345284626,4.689212807964948,0.061295331404315305,0.08735145658724974
