,Annualized Return,Annualized Vol,Sharpe Ratio,Max Drawdown,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%)
Mean Return,14.120043846628437,15.862359324996989,0.44955060732474345,-34.09383039339922,-0.7585872730167935,11.506561221300004,0.034107252027689786,0.04578652870907057
