Ticker,Ticker,Factor,Selection Close
6717,ATHERENERG,0.00619975483040394,757.0
3837,MTARTECH,0.005295528544929283,3546.8
4460,HDFCSILVER,0.005221928971205071,212.8
6704,AMIORG,0.005164165443535694,2435.3
1394,SMLISUZU,0.00514306013174577,3979.4
6676,SILVER360,0.005137988466495583,220.13
4998,SILVRETF,0.005100787810436155,217.01
4208,SILVERBEES,0.005065316636185948,212.31
4886,SILVERETF,0.005052747337383638,213.84
4201,SILVER,0.0050307376242470815,220.55
4438,SILVERADD,0.005020304902898072,214.84
4497,AXISILVER,0.005012318363228616,220.25
5984,SBISILVER,0.004995412446331221,217.28
4194,SILVERIETF,0.0049702730816510166,221.01
5378,ESILVER,0.004945345528866449,221.88
1452,STLTECH,0.004785891683439691,180.02
2469,BHAGYANGR,0.004440689800644641,146.43
1255,RICOAUTO,0.0044392665278237655,108.56
4148,PRECWIRE,0.004434578696577371,306.35
1624,VENUSREM,0.004410214704584759,866.25
2955,AVANTIFEED,0.004404560837310975,1178.6
6658,BHARATSE,0.004321129681803131,155.55
3551,BAJAJCON,0.004286398982115702,361.8
6749,BELRISE,0.004170019792463021,193.66
651,IMFA,0.004150143772214805,1199.0
2664,APEX,0.004126768552292114,384.45
3608,NDLVENTURE,0.003987043651685883,115.29
932,MEGASOFT,0.003984588105642141,163.83
4561,TDPOWERSYS,0.0039838600993762135,860.05
1534,THANGAMAYL,0.003967247370417009,3309.4
3209,FORCEMOT,0.0038409011069886327,21485.0
5178,RISHABH,0.0036562512157997436,379.15
1396,SMSPHARMA,0.0035157641526072057,395.15
4015,SANSERA,0.00345802410918891,2115.9
2942,LUMAXTECH,0.003431857027785974,1571.8
870,LUMAXIND,0.003261001177661104,5025.5
2191,KIOCL,0.0032527545391714515,330.4
6377,GLOBAL,0.003162737975591146,92.56
733,JINDALPOLY,0.0031102523107086107,863.95
6337,RACLGEAR,0.00309193571333494,1214.0
6229,GARUDA,0.003083770421455529,151.83
358,DYNAMATECH,0.003070048898255619,9657.0
203,BLISSGVS,0.0030385614027440195,206.55
1318,SEAMECLTD,0.003012071767876101,1377.0
486,GMBREW,0.002955128321845964,1039.0
3625,SAKAR,0.0029541338929626086,510.55
6329,BLACKBUCK,0.0029423739230097163,589.85
5375,SHAILY,0.0028971510440091953,2328.3
6234,POCL,0.00285219372086035,1062.4
5225,YATRA,0.0028080113916383546,101.42
4341,AETHER,0.002800245455724194,1224.65
1658,VSTTILLERS,0.002756191906574122,5047.5
443,GABRIEL,0.002755103648025415,860.0
732,JINDALPHOT,0.002699974278167292,1077.8
849,LGBBROSLTD,0.0026883961190695606,1709.9
5337,MUFIN,0.0026585962660752066,100.03
6264,GODAVARIB,0.0026186179849381486,307.75
3949,TATVA,0.0025707818415651095,1160.4
4093,SJS,0.0025092980194784077,1588.0
4917,GOLDETFADD,0.0024928254818024726,135.83
5470,HAPPYFORGE,0.0024916948784873636,1203.0
3934,GOLD1,0.002490252612314911,116.32
753,JPOLYINVST,0.0024603318380283703,1112.5
4476,TMB,0.0024464419909244113,598.9
4172,SETFGOLD,0.002438542218902817,119.23
6469,SENORES,0.0024323455389986563,732.4
2725,JAMNAAUTO,0.0024267856789632683,117.8
4139,QGOLDHALF,0.0024062147642974602,115.19
6607,QPOWER,0.0023980390223965024,840.2
4784,GOLDETF,0.0023929030499542083,135.26
5353,EGOLD,0.002383194146524101,139.7
6646,GOLD360,0.0023811937128824135,136.35
4112,BSLGOLDETF,0.002364649328701822,122.49
1346,SHARDACROP,0.0023414146658683895,912.4
1993,KINGFA,0.0023382016532167158,4029.9
1461,TVSHLTD,0.002319197158074545,13724.0
4637,UNIPARTS,0.002300311415099232,453.6
590,HIRECT,0.002290672999069443,1512.6
105,ASHAPURMIN,0.0022710181713212606,488.7
1540,TI,0.0022663006232870797,437.3
5615,SIGNPOST,0.0022022397457840707,236.9
2118,PRIVISCL,0.00218073100001447,2941.6
255,CENTUM,0.0021568077338461515,2831.6
1672,WHEELS,0.0021489085272374097,1026.2
1364,SHRIPISTON,0.0021392641279214626,2984.1
3952,STYLAMIND,0.0020960551537870333,2188.2
4879,AVALON,0.0020870539639945528,949.4
310,DCBBANK,0.001973173246851168,171.54
91,ARIES,0.0019241931550545094,351.2
7561,KMEW,0.001893917669534415,1544.0
1578,TVSSRICHAK,0.0018487531842757464,3453.8
5089,PSUBANKADD,0.0018451107845500027,84.19
4824,PSUBNKIETF,0.001837255119934198,84.36
5390,FEDFINA,0.0018364989409798164,128.51
6218,BANKPSU,0.0018340872812494559,84.05
1315,SCHNEIDER,0.0018232730142796407,895.35
5156,AEROFLEX,0.0018206981382703066,252.09
4912,APOLLO,0.0018161985472827636,199.73
3983,CARTRADE,0.0018042171009028589,1716.6
6209,KRN,0.001788897846531036,896.75
5398,FLAIR,0.0017668052526101353,290.6
2187,PRICOLLTD,0.0017156657332457266,530.1
3648,ZOTA,0.0017117811962848494,1047.1
305,DATAMATICS,0.001706431025433149,686.05
3731,GAEL,0.0016820364717115058,128.71
4158,MONQ50,0.0016586549582546226,97.01
5104,YATHARTH,0.0016401155082196395,647.35
5917,IXIGO,0.0016256013076772604,173.26
440,FOSECOIND,0.0015611383138827682,5011.0
6242,VINCOFE,0.0015523343979858939,133.34
2762,MAHLOG,0.0015416219205502172,359.05
429,FIEMIND,0.0015120019139132665,2011.4
6174,SPORTKING,0.0014861239914016728,116.62
5512,PGIL,0.001475531025479823,1408.6
489,GNA,0.001474961218352069,371.85
4133,TEGA,0.0014748652726370194,1600.9
5311,JAYBARMARU,0.001412929121079713,81.3
1697,ZUARI,0.001361515255939864,192.34
6786,SAMBHV,0.0013537606850337687,94.37
6274,AVL,0.0013527523051735386,468.55
3912,MON100,0.0012982279214237454,228.35
4140,RATEGAIN,0.0012943823425531893,480.85
907,MANGLMCEM,0.0012914782001060068,826.45
5079,MAANALU,0.001288386908976048,129.74
3631,SIRCA,0.001288064588534612,416.2
952,MMFL,0.0012567001185572765,415.05
718,JAICORPLTD,0.0012545606718283957,96.42
5614,RPTECH,0.0012395122381916263,345.55
6473,CARRARO,0.001235637203699376,447.95
5467,MUTHOOTMF,0.0012144421118861779,155.05
3790,CARYSIL,0.0011936262058569599,794.0
1215,RAMCOSYS,0.0011915766107033084,379.1
3587,INFOBEAN,0.0011909046344556922,136.62
862,LOKESHMACH,0.0011667315374211476,190.25
4805,DIVGIITTS,0.0011595730877799765,697.1
4200,GRWRHITECH,0.0011336437514466616,3524.6
158,BANCOINDIA,0.0011162153649824885,551.25
831,KTKBANK,0.001112429994787702,218.12
2334,EIFFL,0.0011079385277210463,220.66
1324,SEQUENT,0.0010683500600891422,188.78
6549,MOSCHIP,0.001065865171671988,164.16
4601,INOXGREEN,0.0010538740408061209,138.86
6193,NORTHARC,0.0010415502797805677,219.8
925,MBAPL,0.0009994109964477952,454.1
909,MANINDS,0.0009988364959431398,336.7
979,MUNJALAU,0.0009927400914869586,72.73
855,LINCOLN,0.0009624943408599357,591.2
4440,MOVALUE,0.0009621863570986054,107.92
4189,AUTOBEES,0.000948263637561334,252.19
4257,GOLDIAM,0.0009292356854445278,286.75
2862,INDNIPPON,0.0009215782587385216,730.65
136,AXISCADES,0.0009086381654160094,1415.9
1109,PARAGMILK,0.0009017871561531623,197.05
2185,KRISHANA,0.0009015808344968245,479.25
4858,DEEPINDS,0.0008892919153707951,403.85
1491,SWELECTES,0.0008854592470642849,553.55
4652,COMMOIETF,0.0008741044062989835,93.2
3647,XELPMOC,0.0008563168594291428,96.11
889,CIEINDIA,0.0008515782347518042,436.15
6075,CEIGALL,0.0008467990267334742,265.2
6046,RELTD,0.0008416875770325806,128.14
3844,ANURAS,0.0008328686863379443,1253.2
6158,STYLEBAAZA,0.0008319905697059263,280.25
3889,MAFANG,0.0008005849155050248,156.15
2751,POKARNA,0.0007911407750051668,878.9
100,ARVIND,0.000790958613009855,353.7
4125,ASIANENE,0.0007687749646271874,263.35
1992,ICIL,0.0007666979674868745,247.2
402,ESABINDIA,0.0007582180115458239,5220.0
1444,STAR,0.0007300491615997352,910.8
6546,AGARWALEYE,0.0007230971296069223,418.25
6074,RPEL,0.0007031583047924631,609.8
369,EDELWEISS,0.0006889615658410372,103.76
2714,NESCO,0.0006793841279211774,1033.5
7628,SILVER1,0.0006756600993653729,21.59
2747,MASFIN,0.0006729715616307264,297.9
5620,ENTERO,0.000662583898474028,1226.0
2184,JITFINFRA,0.0006551617698326177,292.25
1602,UNIVCABLES,0.00065399061270343,664.15
1637,VIMTALABS,0.0006422637888041403,417.9
4250,GMRP&UI,0.0006313260611900332,100.69
2510,STARCEMENT,0.0006217529352366305,210.13
6557,RAMAPHO,0.0006202350315585879,117.61
4199,MAKEINDIA,0.0006199044915147769,145.64
5962,ABDL,0.0006033878966426826,395.9
1653,VOLTAMP,0.0005987912403862155,8443.0
1015,NELCAST,0.0005951598807673472,118.32
3750,HEMIPROP,0.0005850001812031408,127.99
6802,TRAVELFOOD,0.000577763118123913,1128.7
4386,RGL,0.0005647961812839742,93.79
670,INDRAMEDCO,0.0005494107603745673,393.6
535,GUJALKALI,0.0005330762962151738,625.95
3883,VAIBHAVGBL,0.0005317691958535769,196.4
6754,THELEELA,0.000507408188787348,405.15
549,HATSUN,0.0005073306916391866,924.65
3896,HEALTHIETF,0.0005059584228815056,146.09
2786,ICEMAKE,0.00047922919722349813,712.4
1247,RELIGARE,0.0004681984587913675,218.03
977,MUKANDLTD,0.0004594260487600112,120.07
4217,MEGASTAR,0.00045481579131131803,257.9
