Ticker,Ticker,Factor,Selection Close
5084,LIQUID,0.0,999.99
4811,ABSLLIQUID,3.341523289765273e-05,999.99
5330,LIQUIDSBI,3.425367539455629e-05,999.99
6616,HDFCLIQUID,0.0005303291900584902,1046.07
6818,LIQGRWBEES,0.0005324216347828105,1025.67
5744,LIQUIDADD,0.000550264541751389,1110.93
4735,LIQUID1,0.0005507344553579676,1088.8
6302,LIQUIDPLUS,0.0005766325063370202,1070.23
6668,AONELIQUID,0.0005817013618167744,1044.72
5889,LIQUIDBETF,0.0005822532590792097,1066.87
6652,CASHIETF,0.0005842112265067414,1047.25
6842,SBILIQETF,0.0005895737384406861,1024.46
6197,GROWWLIQID,0.0006078103147147231,107.63
5549,LIQUIDCASE,0.0006894313552376864,112.48
1241,NIF100BEES,0.00603750308123597,271.15
5578,HDFCSENSEX,0.006697090961421736,92.2
5206,UTINIFTETF,0.008162717159743009,277.11
6896,RMDRIP,0.01067809334990948,102.29
4642,EBBETF0433,0.011574166158818676,1265.37
3346,NEXT50,0.012319691065370186,684.82
6168,TOP10ADD,0.012680780400273641,96.82
157,BANARISUG,0.014213136595282654,3601.2
4199,MAKEINDIA,0.014793859828308067,150.17
4655,AHL,0.015498840450481357,201.02
1243,DIVOPPBEES,0.016261246970206932,83.24
4769,HDFCSML250,0.016973235705862656,154.68
1242,CONSUMBEES,0.017041617078790417,127.23
4205,MIDCAP,0.01726250590333723,167.48
4075,CONSUMIETF,0.019481836864799974,118.44
4434,INFRAIETF,0.019562964066958767,92.39
4652,COMMOIETF,0.022631250812413222,96.46
4440,MOVALUE,0.02359897507633821,117.45
907,MANGLMCEM,0.02504323900260964,743.6
2673,MATRIMONY,0.02716378964857981,567.75
3616,PILANIINVS,0.02727848883918786,4632.0
4189,AUTOBEES,0.028398018718960666,272.83
846,LAOPALA,0.0286492587273931,190.28
3896,HEALTHIETF,0.028653636125924916,142.96
1024,NFL,0.03019385206560305,79.17
6126,MODEFENCE,0.030683735478696735,83.87
3350,VINATIORGA,0.030749499835184105,1511.3
51,ALEMBICLTD,0.03192707028197321,91.34
1586,UFLEX,0.033196474193982486,453.7
4824,PSUBNKIETF,0.03325788218819143,90.46
5715,MOREALTY,0.03341504781058184,76.09
6226,GROWWDEFNC,0.03363610749920882,76.52
1058,NSIL,0.03482102990544511,5696.0
5610,CAPITALSFB,0.034972608923563714,256.4
1063,NUCLEUS,0.03505502277486545,870.4
1553,TNPL,0.03643714230524194,130.79
4158,MONQ50,0.03645656410848506,99.94
1247,RELIGARE,0.03646626784472479,223.51
564,HEIDELBERG,0.03684707396393804,165.73
3939,TIDEWATER,0.0369024508173064,1389.8
16,ACCELYA,0.037347276261573956,1308.5
1136,PGHH,0.037349480308274244,11997.0
573,HIKAL,0.03738660927606015,193.7
3889,MAFANG,0.03762030575155942,164.47
1679,WONDERLA,0.037883224531441786,498.45
1427,SRHHYPOLTD,0.03859308454680589,447.25
1256,RIIL,0.03884994907055359,688.2
2510,STARCEMENT,0.03887138572721844,212.19
2846,GMMPFAUDLR,0.03893071554066548,979.9
937,PGHL,0.0389937784399154,5405.0
4276,RITCO,0.03903502389105053,237.9
46,AKZOINDIA,0.039037015525420216,2901.0
1309,SATIN,0.03935624517166285,153.47
1594,UNICHEMLAB,0.03951105234801135,366.9
6198,SANGHVIMOV,0.039527886250760466,281.7
6075,CEIGALL,0.039529180101447986,275.35
604,HSCL,0.04020582361254104,448.25
1351,SHILPAMED,0.04030792533868323,268.35
6783,HDBFS,0.04072431134976761,699.8
785,KCP,0.04094583599079149,171.43
2832,GALAXYSURF,0.041375767550092944,1914.5
1698,ZUARIIND,0.04175766902371785,262.95
2795,SHALBY,0.04178405106100617,164.75
910,MANINFRA,0.042106866230498,103.38
2639,DOLLAR,0.0423869597095447,308.65
6841,INDIAGLYCO,0.04244043431437842,808.7
3989,NUVOCO,0.04262522609242677,344.9
1656,VSSL,0.04281478748155173,252.2
535,GUJALKALI,0.04305043584379653,444.9
6194,ARKADE,0.043177162221835874,111.31
6951,ORKLAINDIA,0.043239145281451105,574.1
3849,LXCHEM,0.04324937046826807,139.57
3931,GRINFRA,0.043486699367207476,907.95
1528,TEXINFRA,0.0436609042366158,92.78
670,INDRAMEDCO,0.04366710805691683,349.5
1091,ORIENTCEM,0.04409525089436722,162.71
916,MARKSANS,0.044142770411415254,161.18
6926,WEWORK,0.044222372364647856,585.3
1530,TEXRAIL,0.04439260571777221,118.79
402,ESABINDIA,0.044567801513623787,5442.5
6639,IOLCP,0.04461315165940231,69.7
620,ICRA,0.044687540528522404,5914.0
175,BEPL,0.04510403440721102,80.89
942,MHRIL,0.04527704182656829,289.05
1239,RELAXO,0.045309658677438115,366.25
3952,STYLAMIND,0.04541125649158661,2192.9
5336,CELLO,0.04555342696404957,498.3
1267,RPGLIFE,0.045631977021434955,2102.2
2272,TASTYBITE,0.04581264040223742,6797.0
2101,STERTOOLS,0.04587397313465769,223.3
1280,RUPA,0.046092630663431965,147.98
6167,EUREKAFORB,0.04616864687029369,524.15
572,HGS,0.04619216581168212,396.95
516,GREAVESCOT,0.04630280756092385,158.13
6697,TINNARUBR,0.046366490634277356,648.15
4291,PIXTRANS,0.04643283238632385,1276.5
909,MANINDS,0.04663713603580972,312.5
6,AARTIDRUGS,0.046673744779624396,368.0
476,GIPCL,0.04684727034773418,137.89
744,JKPAPER,0.04685035923256059,310.75
470,GHCL,0.04698740202348888,522.9
525,GSFC,0.0471450743291863,173.96
775,KAMATHOTEL,0.04723137286225839,205.94
3604,MSTCLTD,0.04740695738837774,455.8
3574,GARFIBRES,0.04751158308806191,604.45
1043,NIITLTD,0.04763668414364055,72.44
1657,VSTIND,0.04775429128026425,231.5
4004,INTLCONV,0.047823062540079,80.07
6214,TIL,0.04787121905955711,222.85
5190,JLHL,0.047883216007276075,1322.6
1294,SALZERELEC,0.04806338152631639,545.7
3577,GREENPANEL,0.04822626678419026,209.55
2727,BHAGERIA,0.04825393616179447,160.17
3912,MON100,0.04834317243993601,236.53
6555,PROTEAN,0.048364367038372796,607.1
4317,PRUDENT,0.04857026281334672,2235.7
1474,SUPRAJIT,0.04880109971675591,411.1
322,DHAMPURSUG,0.04897355147595962,115.52
3986,SAGCEM,0.04898182223963679,184.05
471,GICHSGFIN,0.0490925869246438,160.61
5398,FLAIR,0.04912946004423371,303.8
153,BALMLAWRIE,0.049185560126707606,165.02
652,IMPAL,0.049512776388572356,1073.4
3920,DODLA,0.04956272577580105,1176.2
5470,HAPPYFORGE,0.04957270538555111,1049.8
4137,TTKPRESTIG,0.04964952355775684,583.85
4269,CHOICEIN,0.049704659810075984,745.6
1302,SANOFI,0.04984275560123739,4114.1
822,KRBL,0.04984485754378234,324.05
95,ARROWGREEN,0.05012195829995247,415.45
1454,SUBROS,0.05022270118066152,742.05
1460,SUMMITSEC,0.05026675748666197,1681.1
541,GULFOILLUB,0.05035352637181452,1047.6
5255,SURYAROSNI,0.0503675620385783,238.05
