,Annualized Return,Annualized Vol,Sharpe Ratio,Max Drawdown,Skewness,Kurtosis,Cornish-Fisher VaR (5%),Historic CVaR (5%)
Mean Return,13.784421036425766,15.918194495981725,0.43215765195480127,-34.83012342906237,-0.7059304440788683,11.142193412057285,0.03413117598696682,0.04934708958623942
